Price,Make,Model,Year,Mileage,Transmission,Fuel type,Engine capacity,Condition
"7,600,000",Toyota,Vitz,2017,"61,000",Automatic,Petrol,990,Registered
"7,600,000",Toyota,Vitz,2017,"61,000",Automatic,Petrol,990,Registered
"7,900,000",Toyota,Vitz,2017,"60,000",Automatic,Petrol,1000,Registered
"7,200,000",Toyota,Aqua,2012,0,Automatic,Petrol,1500,Registered
"3,700,000",Toyota,AE 111,1997,"150,000",Manual,Petrol,1300,Registered
"6,690,000",Toyota,Vitz,2015,"135,000",Automatic,Petrol,1000,Registered
"13,000,000",Toyota,Aqua,2023,0,Automatic,Petrol,1500,Registered
"8,800,000",Toyota,Prius,2011,"100,000",Automatic,Hybrid,1798,Registered
"8,100,000",Toyota,Vitz,2016,"59,500",Automatic,Petrol,990,Registered
"9,850,000",Toyota,Yaris,2024,"40,000",Automatic,Petrol,1000,Registered
"6,400,000",Toyota,Axio,2008,"85,000",Automatic,Petrol,1500,Registered
"8,200,000",Toyota,Aqua,2015,"172,500",Automatic,Petrol,1500,Registered
"7,850,000",Toyota,Vitz,2018,"77,000",Automatic,Petrol,1500,Registered
"10,200,000",Toyota,Prius,2013,"166,000",Automatic,Hybrid,1500,Registered
"8,500,000",Toyota,Axio,2014,"108,000",Automatic,Hybrid,1500,Registered
"5,500,000",Toyota,Vitz,2007,"160,000",Automatic,Petrol,1000,Registered
"3,675,000",Toyota,Soluna,2002,"150,000",Automatic,Petrol,1498,Registered
"4,990,000",Toyota,Vios,2003,0,Manual,Petrol,1200,Registered
"6,785,000",Toyota,Aqua,2012,0,Automatic,Hybrid,1500,Registered
"8,000,000",Toyota,Aqua,2013,"162,000",Automatic,Petrol,1500,Registered
"8,950,000",Toyota,Aqua,2015,"83,500",Automatic,Petrol,1500,Registered
"6,400,000",Toyota,Corolla,2008,"185,000",Automatic,Petrol,1500,Registered
"7,400,000",Toyota,Vitz,2017,"112,000",Automatic,Petrol,1000,Registered
"12,500,000",Toyota,Premio,2016,0,Automatic,Petrol,1000,Registered
"7,900,000",Toyota,Vitz,2018,"98,000",Automatic,Petrol,1300,Registered
"10,500,000",Toyota,Axio,2015,"123,456",Automatic,Hybrid,1500,Registered
"12,275,000",Toyota,Axio,2018,"81,719",Automatic,Hybrid,1500,Registered
"8,650,000",Toyota,Aqua,2015,"125,000",Automatic,Petrol,1500,Registered
"5,750,000",Toyota,Prius,2008,"205,000",Automatic,Hybrid,1500,Registered
"8,400,000",Toyota,Corolla,2012,"170,000",Automatic,Petrol,1600,Registered
"8,500,000",Toyota,Aqua,2015,"116,000",Automatic,Petrol,1000,Registered
"13,500,000",Toyota,Allion,2016,"126,700",Automatic,Petrol,1500,Registered
"9,100,000",Toyota,Prius,2012,0,Automatic,Hybrid,1800,Registered
"13,900,000",Toyota,Premio,2018,"76,000",Automatic,Petrol,1400,Registered
"9,000,000",Toyota,Prius,2014,0,Automatic,Hybrid,1800,Registered
"11,500,000",Toyota,Axio,2017,"97,000",Automatic,Petrol,1500,Registered
"7,200,000",Toyota,Axio,2007,"100,000",Automatic,Petrol,1400,Registered
"12,000,000",Toyota,Axio,2015,"131,000",Automatic,Petrol,1500,Registered
"5,200,000",Toyota,Vios,2003,"120,000",Automatic,Petrol,1496,Registered
"9,000,000",Toyota,Yaris,2023,"8,000",Automatic,Petrol,999,Registered
"5,900,000",Toyota,Vitz,2008,"160,000",Automatic,Petrol,1500,Registered
"12,500,000",Toyota,Axio,2016,"159,000",Automatic,Hybrid,1496,Registered
"2,600,000",Toyota,Corolla,1999,"102,000",Manual,Diesel,800,Registered
"4,275,000",Toyota,Carina,1997,"295,000",Automatic,Diesel,1970,Registered
"7,150,000",Toyota,Aqua,2012,"152,000",Automatic,Hybrid,1500,Registered
"8,800,000",Toyota,Aqua,2015,"145,000",Automatic,Petrol,1500,Registered
"3,375,000",Toyota,AE100,1995,"220,000",Manual,Petrol,1500,Registered
"7,200,000",Toyota,Allion,2003,"65,000",Automatic,Petrol,1490,Registered
"8,800,000",Toyota,Prius,2012,"162,000",Automatic,Hybrid,1800,Registered
"9,150,000",Toyota,Allion,2009,"130,000",Automatic,Petrol,1490,Registered
"7,900,000",Toyota,Vitz,2018,"98,000",Automatic,Petrol,1000,Registered
"5,500,000",Toyota,Corolla,2003,"195,000",Automatic,Petrol,1200,Registered
"8,775,000",Toyota,Prius,2011,"145,000",Automatic,Petrol,1500,Registered
"9,800,000",Toyota,Yaris,2024,"7,800",Automatic,Hybrid,1498,Registered
"17,250,000",Toyota,Premio,2018,"107,000",Automatic,Petrol,1800,Registered
"9,000,000",Toyota,Allion,2010,"172,000",Automatic,Petrol,1200,Registered
"7,200,000",Toyota,Aqua,2012,0,Automatic,Petrol,1500,Registered
"14,200,000",Toyota,Premio,2018,"76,000",Automatic,Petrol,1500,Registered
"10,800,000",Toyota,Prius,2014,0,Automatic,Petrol,1200,Registered
"9,650,000",Toyota,Prius,2010,"188,000",Automatic,Hybrid,1980,Registered
"9,100,000",Toyota,Premio,2008,"156,000",Automatic,Petrol,1790,Registered
"6,700,000",Toyota,Aqua,2012,"135,000",Automatic,Petrol,1500,Registered
"8,150,000",Toyota,Vitz,2019,"145,000",Automatic,Petrol,1500,Registered
"9,300,000",Toyota,Axio,2015,"153,000",Automatic,Hybrid,1300,Registered
"9,000,000",Toyota,Axio,2015,"161,000",Automatic,Petrol,1000,Registered
"9,000,000",Toyota,Vitz,2019,"44,205",Automatic,Petrol,990,Registered
"6,850,000",Toyota,MARK 2,2001,"228,000",Automatic,Petrol,1970,Registered
"7,200,000",Toyota,Aqua,2013,0,Automatic,Hybrid,1300,Registered
"6,775,000",Toyota,Axio,2007,0,Automatic,Petrol,1496,Registered
"3,100,000",Toyota,Corolla,1996,"156,000",Manual,Diesel,1330,Registered
"7,550,000",Toyota,Vitz,2017,"135,000",Automatic,Petrol,1200,Registered
"8,460,000",Toyota,Vitz,2018,"85,000",Automatic,Petrol,1000,Registered
"6,490,000",Toyota,Corolla,2008,"155,000",Automatic,Petrol,1798,Registered
"5,260,000",Toyota,Vitz,2007,"127,000",Automatic,Petrol,996,Registered
"7,250,000",Toyota,Allion,2006,0,Automatic,Petrol,1500,Registered
"7,325,000",Toyota,Aqua,2014,"152,000",Automatic,Hybrid,1500,Registered
"6,500,000",Toyota,Axio,2007,"210,000",Automatic,Petrol,1496,Registered
"7,475,000",Toyota,Aqua,2012,"136,400",Automatic,Petrol,1500,Registered
"6,890,000",Toyota,Axio,2007,"200,000",Automatic,Petrol,1496,Registered
"12,275,000",Toyota,Axio,2018,"81,719",Automatic,Hybrid,1500,Registered
"11,000,000",Toyota,Prius,2013,0,Automatic,Hybrid,1800,Registered
"8,000,000",Toyota,Vitz,2018,"114,000",Automatic,Petrol,1500,Registered
"5,590,000",Toyota,Corolla,2007,"137,200",Automatic,Petrol,123456,Registered
"11,300,000",Toyota,Axio,2017,"112,000",Manual,Petrol,1200,Registered
"6,350,000",Toyota,Prius,2008,"1,500",Automatic,Petrol,183000,Registered
"8,600,000",Toyota,Yaris,2023,0,Automatic,Petrol,123,Registered
"3,450,000",Toyota,Corolla,2000,0,Automatic,Petrol,1500,Registered
"9,800,000",Toyota,Premio,2012,0,Automatic,Petrol,1500,Registered
"6,650,000",Toyota,Premio,2006,0,Automatic,Petrol,1500,Registered
"6,900,000",Toyota,Axio,2007,"120,000",Automatic,Petrol,1500,Registered
"6,450,000",Toyota,Yaris,2011,0,Manual,Petrol,1500,Registered
"2,990,000",Toyota,Corsa,1993,"180,000",Automatic,Petrol,1300,Registered
"7,250,000",Toyota,Aqua,2014,0,Automatic,Petrol,1500,Registered
"8,850,000",Toyota,Yaris,2023,"29,000",Automatic,Petrol,1000,Registered
"9,800,000",Toyota,Premio,2012,"123,456",Manual,Petrol,1500,Registered
"9,900,000",Toyota,Axio,2015,0,Automatic,Hybrid,1500,Registered
"9,200,000",Toyota,Yaris,2023,"38,000",Automatic,Petrol,990,Registered
"6,800,000",Toyota,Aqua,2012,0,Automatic,Petrol,1450,Registered
"11,200,000",Toyota,Yaris,2025,1,Automatic,Hybrid,1200,Registered
"7,300,000",Toyota,Aqua,2013,"163,000",Automatic,Hybrid,1500,Registered
"8,900,000",Toyota,Prius,2010,"210,000",Automatic,Hybrid,2000,Registered
"6,250,000",Toyota,Premio,2002,"238,000",Automatic,Petrol,1800,Registered
"5,425,000",Toyota,Vios,2003,"354,000",Automatic,Petrol,1500,Registered
"13,500,000",Toyota,Fielder,2023,"3,000",Automatic,Hybrid,1500,Registered
"10,400,000",Toyota,Premio,2013,"160,000",Automatic,Hybrid,1500,Registered
"7,300,000",Toyota,Aqua,2014,"151,000",Automatic,Hybrid,1500,Registered
"4,250,000",Toyota,Prius,1998,"290,000",Automatic,Petrol,1490,Registered
"6,675,000",Toyota,Prius,2011,"160,000",Automatic,Petrol,1500,Registered
"3,850,000",Toyota,Corolla,1999,0,Automatic,Diesel,1800,Registered
"6,850,000",Toyota,Axio,2008,"120,000",Automatic,Petrol,1500,Registered
"11,850,000",Toyota,Camry,2011,"87,500",Automatic,Petrol,2400,Registered
"16,000,000",Toyota,Yaris Ativ,2025,800,Automatic,Petrol,1200,Registered
"5,200,000",Toyota,Vitz,2007,"165,000",Automatic,Petrol,1000,Registered
"13,200,000",Toyota,Prius,2016,"50,000",Automatic,Hybrid,1500,Registered
"6,350,000",Toyota,Prius,2008,"183,000",Automatic,Petrol,1500,Registered
"12,500,000",Toyota,Axio,2018,0,Automatic,Petrol,1500,Registered
"2,800,000",Toyota,Corolla,1993,"24,800",Manual,Petrol,1300,Registered
"7,300,000",Toyota,Vitz,2015,"35,680",Automatic,Petrol,1500,Registered
"9,800,000",Toyota,Axio,2015,"122,000",Automatic,Hybrid,1500,Registered
"10,000,000",Toyota,Prius,2013,"230,000",Automatic,Hybrid,1800,Registered
"5,550,000",Toyota,Belta,2007,"162,000",Automatic,Petrol,1300,Registered
"10,500,000",Toyota,Premio,2013,"180,000",Automatic,Hybrid,1500,Registered
"5,275,000",Toyota,Passo,2010,"110,000",Automatic,Petrol,1000,Registered
"2,175,000",Toyota,Corolla,1991,"179,500",Manual,Diesel,1800,Registered
"9,200,000",Toyota,Axio,2016,"145,000",Automatic,Petrol,1500,Registered
"14,500,000",Toyota,Premio,2018,"76,000",Automatic,Petrol,1500,Registered
"10,150,000",Toyota,Yaris,2023,0,Automatic,Petrol,1000,Registered
"10,250,000",Toyota,Yaris,2023,0,Automatic,Petrol,1000,Registered
"6,500,000",Toyota,Prius,2008,"300,100",Automatic,Hybrid,1500,Registered
"6,000,000",Toyota,Yaris,2007,"1,780,000",Automatic,Petrol,1300,Registered
"9,000,000",Toyota,Aqua,2015,"139,291",Automatic,Hybrid,1500,Registered
"11,900,000",Toyota,Axio,2017,"143,800",Automatic,Hybrid,496,Registered
"5,350,000",Toyota,Vitz,2007,"132,000",Automatic,Petrol,1000,Registered
"7,450,000",Toyota,Aqua,2014,"160,000",Automatic,Petrol,1500,Registered
"18,200,000",Toyota,Premio,2019,"28,700",Automatic,Petrol,1500,Registered
"8,350,000",Toyota,Vitz,2018,"56,000",Automatic,Petrol,1000,Registered
"11,250,000",Toyota,Premio,2014,0,Automatic,Petrol,1000,Registered
"3,400,000",Toyota,Sprinter,1995,"220,000",Automatic,Petrol,1500,Registered
"7,450,000",Toyota,Aqua,2013,"180,000",Automatic,Petrol,1500,Registered
"3,250,000",Toyota,Corolla,2000,"97,500",Automatic,Petrol,1500,Registered
"12,700,000",Toyota,Allion,2016,"231,500",Automatic,Petrol,1490,Registered
"6,500,000",Toyota,Yaris,2008,"140,000",Automatic,Petrol,1000,Registered
"9,000,000",Toyota,Yaris,2024,0,Automatic,Petrol,1000,Registered
"7,900,000",Toyota,Aqua,2014,"101,000",Automatic,Petrol,660,Registered
"7,700,000",Toyota,Vitz,2017,"72,000",Tiptronic,Petrol,1000,Registered
"7,790,000",Toyota,Aqua,2013,"135,000",Automatic,Petrol,1500,Registered
"10,700,000",Toyota,Yaris,2025,300,Automatic,Petrol,800,Registered
"8,000,000",Toyota,Aqua,2014,"175,000",Automatic,Hybrid,1490,Registered
"6,800,000",Toyota,Axio,2007,"192,000",Automatic,Petrol,1496,Registered
"7,700,000",Toyota,Aqua,2013,"130,000",Automatic,Hybrid,1490,Registered
"6,300,000",Toyota,Yaris,2006,"95,000",Automatic,Petrol,1300,Registered
"7,800,000",Toyota,Aqua,2015,"110,000",Automatic,Petrol,1490,Registered
"10,600,000",Toyota,Premio,2013,"141,000",Automatic,Hybrid,1500,Registered
"8,250,000",Toyota,Vitz,2018,"220,000",Automatic,Petrol,1000,Registered
"9,500,000",Toyota,Premio,2013,"145,000",Automatic,Petrol,1500,Registered
"8,800,000",Toyota,Prius,2012,"160,000",Automatic,Hybrid,1800,Registered
"6,700,000",Toyota,Aqua,2012,"220,000",Automatic,Petrol,1500,Registered
"8,000,000",Toyota,Passo,2023,"6,600",Automatic,Petrol,660,Registered
"8,450,000",Toyota,Yaris,2023,"6,600",Automatic,Petrol,660,Registered
"12,275,000",Toyota,Axio,2018,"81,719",Automatic,Hybrid,1500,Registered
"6,450,000",Toyota,Corolla,2008,"174,000",Automatic,Petrol,1600,Registered
"9,200,000",Toyota,Prius,2012,"200,000",Automatic,Hybrid,1500,Registered
"9,500,000",Toyota,Premio,2013,"145,000",Automatic,Petrol,1500,Registered
"9,600,000",Toyota,Axio,2016,"145,000",Automatic,Petrol,1500,Registered
"5,490,000",Toyota,Passo,2008,"200,000",Automatic,Petrol,996,Registered
"7,800,000",Toyota,Aqua,2013,"150,000",Automatic,Hybrid,1500,Registered
"9,450,000",Toyota,Axio,2015,"150,000",Automatic,Hybrid,1500,Registered
"9,775,000",Toyota,Prius,2013,"264,000",Automatic,Hybrid,1800,Registered
"5,590,000",Toyota,Corolla,2001,"126,000",Automatic,Petrol,1500,Registered
"7,350,000",Toyota,Aqua,2014,"175,000",Automatic,Hybrid,1900,Registered
"5,600,000",Toyota,Vitz,2010,"118,500",Automatic,Petrol,1300,Registered
"6,950,000",Toyota,Axio,2008,"195,000",Automatic,Petrol,1500,Registered
"8,400,000",Toyota,Axio,2014,"143,000",Automatic,Petrol,1500,Registered
"7,500,000",Toyota,Vitz,2017,"104,500",Automatic,Petrol,1000,Registered
"7,500,000",Toyota,Aqua,2014,"151,000",Automatic,Petrol,1000,Registered
"9,300,000",Toyota,Axio,2015,"161,000",Automatic,Petrol,1500,Registered
"8,800,000",Toyota,Allion,2010,"220,000",Automatic,Petrol,1500,Registered
"9,200,000",Toyota,Prius,2012,"160,000",Automatic,Petrol,1790,Registered
"6,975,000",Toyota,Aqua,2013,"203,809",Automatic,Petrol,1500,Registered
"5,375,000",Toyota,Carina,1997,"172,025",Automatic,Petrol,1800,Registered
"14,700,000",Toyota,Premio,2018,"92,000",Automatic,Petrol,1500,Registered
"9,350,000",Toyota,Axio,2016,"130,000",Automatic,Petrol,1496,Registered
"9,700,000",Toyota,Yaris,2024,0,Automatic,Petrol,1500,Registered
"9,600,000",Toyota,Prius,2012,"150,000",Automatic,Hybrid,1797,Registered
"17,600,000",Toyota,Corolla,2022,"6,500",Automatic,Petrol,1496,Registered
"17,600,000",Toyota,Corolla,2022,"7,500",Automatic,Petrol,1496,Registered
"6,200,000",Toyota,Axio,2007,"1,000",Automatic,Petrol,1400,Registered
"13,500,000",Toyota,Axio,2018,"107,000",Automatic,Hybrid,1500,Registered
"6,850,000",Toyota,Aqua,2013,"169,000",Automatic,Petrol,1500,Registered
"9,400,000",Toyota,Axio,2016,0,Automatic,Petrol,1500,Registered
"11,300,000",Toyota,Axio,2016,"108,000",Automatic,Petrol,1500,Registered
"11,350,000",Toyota,Prius,2014,"120,000",Automatic,Hybrid,1500,Registered
"6,950,000",Toyota,Axio,2008,"140,000",Automatic,Petrol,1490,Registered
"7,750,000",Toyota,Vitz,2015,"110,000",Automatic,Petrol,1000,Registered
"13,450,000",Toyota,Allion,2016,"139,000",Automatic,Petrol,1500,Registered
"12,275,000",Toyota,Axio,2018,"81,719",Automatic,Petrol,1500,Registered
"10,500,000",Toyota,Axio,2015,"117,500",Automatic,Hybrid,1500,Registered
"7,750,000",Toyota,Vitz,2015,"110,000",Automatic,Petrol,1000,Registered
"8,500,000",Toyota,Vitz,2018,48,Automatic,Petrol,990,Registered
"8,000,000",Toyota,Tank,2017,"205,000",Automatic,Petrol,990,Registered
"7,400,000",Toyota,Belta,2009,"132,300",Automatic,Petrol,1500,Registered
"8,885,000",Toyota,Premio,2007,"140,000",Automatic,Petrol,1800,Registered
"5,000,000",Toyota,Vitz,2009,0,Automatic,Petrol,1000,Registered
"6,850,000",Toyota,Vitz,2015,"152,000",Automatic,Petrol,1000,Registered
"1,675,000",Toyota,Corolla,1990,"134,000",Manual,Petrol,1300,Registered
"7,500,000",Toyota,Aqua,2013,"120,000",Automatic,Hybrid,1490,Registered
"8,250,000",Toyota,Aqua,2015,"104,000",Automatic,Hybrid,1490,Registered
"6,200,000",Toyota,Corolla,2005,"242,000",Automatic,Petrol,1500,Registered
"6,775,000",Toyota,Axio,2008,0,Automatic,Petrol,1500,Registered
"10,350,000",Toyota,Yaris,2025,0,Automatic,Petrol,1000,Registered
"8,700,000",Toyota,Aqua,2015,"103,000",Automatic,Petrol,1500,Registered
"9,500,000",Toyota,Axio,2016,"136,000",Automatic,Petrol,1500,Registered
"10,000,000",Toyota,Prius,2012,"145,000",Automatic,Petrol,1500,Registered
"7,600,000",Toyota,Aqua,2014,"71,000",Manual,Petrol,1200,Registered
"4,850,000",Toyota,Corolla,2002,"206,000",Manual,Petrol,1500,Registered
"9,075,000",Toyota,Prius,2012,"151,700",Automatic,Petrol,1500,Registered
"9,000,000",Toyota,Axio,2014,"107,000",Automatic,Petrol,1500,Registered
"5,000,000",Toyota,Corolla,2023,"6,600",Automatic,Petrol,660,Registered
"8,400,000",Toyota,Yaris,2023,"6,600",Automatic,Petrol,660,Registered
"5,800,000",Toyota,Prius,2007,"217,000",Automatic,Petrol,1200,Registered
"17,000,000",Toyota,Camry,2016,"172,000",Automatic,Petrol,2500,Registered
"6,300,000",Toyota,Corolla,2008,"204,000",Automatic,Petrol,1600,Registered
"7,800,000",Toyota,Allion,2008,"199,000",Automatic,Petrol,1200,Registered
"6,300,000",Toyota,Corolla,2008,"204,000",Automatic,Petrol,1600,Registered
"19,000,000",Toyota,Yaris Ativ,2025,0,Automatic,Petrol,1200,Registered
"7,400,000",Toyota,Aqua,2014,"105,000",Automatic,Petrol,1200,Registered
"6,800,000",Toyota,Aqua,2012,"139,000",Automatic,Petrol,1200,Registered
"10,600,000",Toyota,Axio,2016,"135,000",Automatic,Petrol,1200,Registered
"7,500,000",Toyota,Aqua,2014,"105,000",Automatic,Petrol,1200,Registered
"8,900,000",Toyota,Yaris,2025,"14,805",Automatic,Petrol,1200,Registered
"11,850,000",Toyota,Premio,2015,"128,000",Automatic,Petrol,1200,Registered
"3,500,000",Toyota,Duet,2002,"167,000",Manual,Petrol,1000,Registered
"3,350,000",Toyota,Corolla,1992,0,Manual,Petrol,1500,Registered
"4,900,000",Toyota,IST,2003,0,Manual,Petrol,1300,Registered
"6,300,000",Toyota,Carina,2000,"200,000",Manual,Petrol,1500,Registered
"8,600,000",Toyota,Allion,2008,"162,000",Automatic,Petrol,1500,Registered
"9,475,000",Toyota,Axio,2015,"156,000",Automatic,Petrol,1500,Registered
"5,300,000",Toyota,Corolla,2002,"260,000",Automatic,Diesel,15000,Registered
"7,000,000",Toyota,Aqua,2013,"1,700,000",Automatic,Petrol,12000,Registered
"9,500,000",Toyota,Axio,2016,"95,000",Automatic,Petrol,1500,Registered
"8,400,000",Toyota,Vitz,2018,"46,000",Automatic,Petrol,1000,Registered
"6,900,000",Toyota,Prius,2008,"247,000",Automatic,Hybrid,1490,Registered
"6,950,000",Toyota,Axio,2008,"208,000",Automatic,Petrol,15000,Registered
"1,475,000",Toyota,Starlet,1991,0,Manual,Petrol,999,Registered
"8,500,000",Toyota,Yaris,2023,"6,600",Automatic,Petrol,660,Registered
"9,000,000",Toyota,Allion,2011,"1,340,000",Automatic,Petrol,1490,Registered
"9,500,000",Toyota,Yaris,2023,0,Automatic,Petrol,1000,Registered
"8,500,000",Toyota,Axio,2013,"266,000",Automatic,Hybrid,1500,Registered
"8,500,000",Toyota,Aqua,2015,"215,000",Automatic,Hybrid,1490,Registered
"8,600,000",Toyota,Prius,2010,"126,400",Automatic,Petrol,1780,Registered
"7,300,000",Toyota,Aqua,2014,"110,000",Automatic,Petrol,1490,Registered
"6,875,000",Toyota,Allion,2002,"153,056",Automatic,Petrol,1800,Registered
"3,750,000",Toyota,Corolla,1998,"168,000",Automatic,Diesel,2000,Registered
"6,500,000",Toyota,Prius,2008,"175,000",Automatic,Petrol,1500,Registered
"6,350,000",Toyota,Allion,2002,"170,000",Automatic,Petrol,1490,Registered
"15,400,000",Toyota,Premio,2019,"80,000",Manual,Petrol,1496,Registered
"8,400,000",Toyota,Axio,2014,"100,000",Automatic,Hybrid,1280,Registered
"2,550,000",Toyota,Corsa,1993,"300,000",Automatic,Petrol,1300,Registered
"14,300,000",Toyota,Prius,2016,"72,000",Automatic,Hybrid,1798,Registered
"5,250,000",Toyota,Vios,2004,"235,000",Automatic,Petrol,1500,Registered
"8,490,000",Toyota,Axio,2014,"150,000",Automatic,Hybrid,1500,Registered
"9,500,000",Toyota,Prius,2012,"152,000",Automatic,Hybrid,1800,Registered
"7,300,000",Toyota,Aqua,2012,"20,000",Automatic,Petrol,1500,Registered
"9,850,000",Toyota,Premio,2013,"150,000",Automatic,Petrol,1500,Registered
"7,700,000",Toyota,Aqua,2014,"160,000",Automatic,Petrol,1500,Registered
"6,500,000",Toyota,Corolla,2008,"196,000",Manual,Diesel,2000,Registered
"11,250,000",Toyota,Axio,2018,"108,000",Automatic,Petrol,1320,Registered
"6,975,000",Toyota,Axio,2011,"217,000",Automatic,Petrol,1500,Registered
"2,850,000",Toyota,Corolla,1996,"180,000",Manual,Petrol,1330,Registered
"5,500,000",Toyota,Corolla,2001,"177,100",Manual,Petrol,1790,Registered
"9,600,000",Toyota,Prius,2012,"136,000",Automatic,Hybrid,1800,Registered
"7,300,000",Toyota,Vitz,2015,"35,680",Automatic,Petrol,1500,Registered
"7,200,000",Toyota,Allion,2004,"235,000",Automatic,Petrol,1500,Registered
"11,800,000",Toyota,Premio,2013,"80,000",Automatic,Petrol,1500,Registered
"15,850,000",Toyota,Premio,2018,"81,000",Automatic,Petrol,1500,Registered
"16,300,000",Toyota,Yaris Ativ,2025,0,Tiptronic,Petrol,1200,Registered
"6,490,000",Toyota,Corolla,2008,"180,000",Automatic,Petrol,1600,Registered
"6,400,000",Toyota,Belta,2008,"200,000",Automatic,Petrol,1300,Registered
"7,200,000",Toyota,Allion,2004,"235,000",Automatic,Petrol,1500,Registered
"7,300,000",Toyota,Vitz,2015,"35,680",Automatic,Petrol,1000,Registered
"9,000,000",Toyota,Prius,2010,"363,000",Automatic,Petrol,1300,Registered
"7,600,000",Toyota,Aqua,2014,0,Automatic,Hybrid,1490,Registered
"2,800,000",Toyota,Corolla,1998,"198,756",Manual,Petrol,1300,Registered
"6,300,000",Toyota,Carina,2001,0,Automatic,Petrol,1200,Registered
"3,350,000",Toyota,AE100,1992,0,Manual,Petrol,1000,Registered
"7,585,000",Toyota,Aqua,2014,"168,000",Automatic,Petrol,1500,Registered
"2,000,000",Toyota,DX Wagon,1987,0,Manual,Petrol,1300,Registered
"10,800,000",Toyota,Allion,2013,"192,000",Automatic,Petrol,1500,Registered
"6,925,000",Toyota,Axio,2007,"163,400",Automatic,Petrol,1490,Registered
"9,275,000",Toyota,Allion,2012,"139,000",Automatic,Petrol,1500,Registered
"7,200,000",Toyota,Allion,2004,"235,000",Automatic,Petrol,1500,Registered
"7,300,000",Toyota,Vitz,2015,"35,680",Automatic,Petrol,1000,Registered
